id,message,why_1,why_2,why_sub1,why_sub2,what1,what2,what_sub1,what_sub2,,,,,,,,,,,
355986,Revert table refresh ; quote column name,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Characteristics of changes,Characteristics of changes,,,,,,,,,,,
341287,KAFKA - 3719 ; Allow underscores in hostname,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize Code Object Change,Characteristics of changes,Characteristics of changes,,,,,,,,,,,
42184,add log message on hte concurrent streams used,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Characteristics of changes,Object of change,,,,,,,,,,,
236677,NuoDB - > Maven,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Contrast before and after,Object of change,,,,,,,,,,,
183231,[ hotfix ] [ k8s ] Introduce AbstractKubernetesWatcher with common logics,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Characteristics of changes,,,,,,,,,,,
258333,Adjust joined signal string,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Characteristics of changes,,,,,,,,,,,
118988,Expose ` preserve_original ` in ` edge_ngram ` token filter ( ),Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Characteristics of changes,,,,,,,,,,,
9206,Use Geronimo j2ee - connector API in JMS pom,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Characteristics of changes,,,,,,,,,,,
343146,"Ensure path starts with "" / "" in ErrorController",Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
13639,KAFKA - 10018 : Change command line tools from / bin / sh to / bin / bash ( ),Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
66364,Use EconomicMap in handle implementation .,Missing Why,Missing Why,Missing Why,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
93973,Spring JSON - P with Jackson,Missing Why,Missing Why,Missing Why,Missing Why,Trivial What,Missing What,Trivial What,Missing What,,,,,,,,,,,
152964,report the version number as well,Missing Why,Missing Why,Missing Why,Missing Why,Trivial What,Summarize code object change,Trivial What,Characteristics of changes,,,,,,,,,,,
104055,BAEL - 4405 move probability examples to java - numbers - 4,Missing Why,Trivial Why,Missing Why,Code refactoring,Summarize code object change,Summarize code object change,Characteristics of changes,Characteristics of changes,,,,,,,,,,,
259339,Removes Google collections from the build dependencies,Missing Why,Trivial Why,Missing Why,Code refactoring,Summarize Code Object Change,Summarize code object change,Characteristics of changes,Object of change,,,,,,,,,,,
236590,Conciser reworded SetupWizard Continue as admin button,Missing Why,Trivial Why,Missing Why,Code refactoring,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
56494,"REST tests : Wait for yellow , not green",Missing Why,Trivial Why,Missing Why,Test cases,Summarize Code Object Change,Missing What,Characteristics of changes,Missing What,,,,,,,,,,,
155913,Combine RefCountTest and RefCountTests,Missing Why,Trivial Why,Missing Why,Test cases,Summarize Code Object Change,Summarize code object change,Object of change,Characteristics of changes,,,,,,,,,,,
56083,Add package javadoc,Missing Why,Trivial Why,Missing Why,Text file changes,Summarize Code Object Change,Summarize code object change,Characteristics of changes,Object of change,,,,,,,,,,,
336778,SQL Editor : save preferences on layout change,Missing Why,Trivial Why,Missing Why,Trivial Why,Summarize Code Object Change,,Characteristics of changes,,,,,,,,,,,,
124549,Add postgresql sample for sharding - jdbc - example - mybatis .,Missing Why,Trivial Why,To make improvements,Text file changes,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
224691,Polish test,Text file changes,Trivial Why,Trivial Why,Test cases,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
78693,S3 Repository : Deprecate remaining ` repositories . s3 . * ` settings ( ),Trivial Why,Illustrate Requirement,Code refactoring,Out of date,Summarize Code Object Change,Summarize code object change,Characteristics of changes,Characteristics of changes,,,,,,,,,,,
181670,* Reverted back the optimization applied between 3 . 1 . 4 and 3 . 1 . 3,Trivial Why,Imply Necessity,Code refactoring,"""Relation to an implemented
  feature""",Summarize Code Object Change,Summarize code object change,Characteristics of changes,Contrast before and after,,,,,,,,,,,
29346,Add @ CheckReturnValue to ComparisonChain .,Trivial Why,Missing Why,Annotation changes,Missing Why,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
298279,Translated to portuguese - brazil,Trivial Why,Missing Why,Text file changes,Missing Why,Summarize Code Object Change,Summarize code object change,Characteristics of changes,Characteristics of changes,,,,,,,,,,,
148291,Refactor SimplyEmirp :,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Summarize Code Object Change,Missing What,Object of change,Missing What,,,,,,,,,,,
211453,Remove dead code and add comment on daemons,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
34808,Removed unused HotSpot - specific UnsafeLoadSnippets .,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
252745,Renamed ' match ' in functions to ' join ' .,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
149258,renamed all time intervals arguments and members to include the time unit in their name,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
231426,[ java ] Deleting unused private fields,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Summarize Code Object Change,Summarize Code Object Change,Object of change,Object of change,,,,,,,,,,,
24082,refactor & bug fixed .,Trivial Why,Trivial Why,Code refactoring,Code refactoring,Trivial What,Missing What,Trivial What,Missing What,,,,,,,,,,,
261222,"[ removed ] ActorLocalTransformTest , made no sense",Trivial Why,Trivial Why,Code refactoring,Test cases,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
351366,Trim optional white space in CombinedHttpHeaders values,Trivial Why,Trivial Why,Text file changes,Code refactoring,Summarize Code Object Change,Summarize code object change,Object of change,Object of change,,,,,,,,,,,
44751,add docker compose manual for example .,Trivial Why,Trivial Why,Text file changes,Text file changes,Summarize Code Object Change,Summarize code object change,Object of change,Characteristics of changes,,,,,,,,,,,
20821,Completed Double Dispatch example .,Trivial Why,Trivial Why,Text file changes,Text file changes,Summarize Code Object Change,Trivial What,Object of change,Trivial What,,,,,,,,,,,
157067,added help text .,Trivial Why,Trivial Why,Text file changes,Text file changes,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
44274,Apply proper formatting,Trivial Why,Trivial Why,Typographic fixes,Code refactoring,Missing What,Missing What,Missing What,Missing What,,,,,,,,,,,
256327,delete blank line,Trivial Why,Trivial Why,Typographic fixes,Code refactoring,Trivial What,Summarize code object change,Trivial What,Object of change,,,,,,,,,,,
102387,[ maven - release - plugin ] prepare release redisson - 3 . 7 . 4,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Missing What,Trivial What,Missing What,,,,,,,,,,,
191095,Merge pull request from andrejp88 / patch - 1,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
15559,Merge pull request from benjchristensen / switchOnNext,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
19732,Merge pull request from daniel - beck / JENKINS - 40344,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
308090,Merge pull request from eelhazati / master,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
182263,Merge pull request from fawitte / master,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
198490,Merge pull request from felipeazv / master,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
271316,Merge pull request from lh4111 / patch - 1,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
218262,Merge pull request from rjernst / tame_the_beast,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
255662,Merge remote - tracking branch ' origin / devel ' into devel,Trivial Why,Trivial Why,Version management,Version management,Trivial What,Trivial What,Trivial What,Trivial What,,,,,,,,,,,
